AT,V,AP,RH
12.35,44.2,1017.81,82.49
21.08,44.05,1008.13,72.52
22.95,66.54,1004.53,88.06
10.16,39.3,1019.71,81.21
32.39,74.16,1008.53,61.09
19.13,42.18,1001.45,98.77
12.45,40.81,1025.63,66.26
19.3,46.93,1014.83,66.71
12.83,41.67,1012.84,84.29
12.72,40.6,1013.45,86.16
18.07,44.92,1024.72,69.15
21.25,44.05,1005.69,81.87
17.47,63.31,1015.28,88.22
28.33,78.92,1011.15,70.04
28.25,66.54,1011.02,43.77
27.57,71.32,1002.59,76.68
17.08,58.86,1016.04,87.46
14.45,39.58,1012.41,79.0
21.11,43.43,1010.1,62.62
20.0,63.31,1017.06,63.1
5.85,41.55,1001.95,99.41
23.25,63.78,1016.01,72.01
7.19,39.37,1019.67,70.77
27.62,72.43,1007.54,71.33
12.82,41.58,1020.37,81.06
6.37,40.81,1025.98,91.0
32.81,77.17,1009.17,53.13
17.72,39.99,1007.34,72.3
25.57,44.05,1005.79,65.14
9.06,39.3,1019.73,84.23
7.11,40.77,1022.4,90.95
22.99,60.77,1017.97,78.47
24.59,60.37,1005.31,76.81
14.14,39.82,1012.46,81.15
28.37,72.86,1004.81,53.52
25.88,66.48,1004.24,63.16
26.38,71.58,1011.02,80.9
17.51,68.28,1004.36,94.87
7.28,38.56,1018.96,67.98
6.86,40.02,1031.5,77.94
21.83,63.87,1018.93,63.07
32.13,69.98,1013.3,55.85
25.68,59.44,1012.33,67.29
14.47,48.14,1017.28,87.36
20.27,63.09,1016.6,90.7
6.26,41.31,1002.04,87.54
21.11,58.66,1011.7,68.71
27.35,69.48,1008.51,65.81
20.28,62.52,1017.89,75.67
5.21,41.31,1003.51,91.23
21.47,60.93,1006.46,87.83
28.41,74.16,1010.29,72.09
21.12,62.96,1020.83,69.96
26.88,59.21,1013.54,58.13
9.18,42.44,1014.52,98.04
16.58,46.18,1010.4,96.29
18.83,58.46,1016.85,87.16
11.02,40.81,1016.31,78.13
17.94,63.07,1012.42,94.35
14.94,41.35,1004.82,98.04
18.04,44.85,1015.13,48.4
29.05,75.6,1017.63,51.16
9.0,40.78,1025.39,99.22
26.87,74.99,1002.48,71.91
26.62,76.2,1006.06,69.13
24.11,66.51,1015.35,56.01
21.45,69.94,1010.5,82.17
25.24,66.54,1002.07,81.22
21.7,64.44,1014.95,73.33
26.06,65.34,1014.07,57.63
12.49,38.25,1012.61,83.32
25.11,62.26,1011.12,78.01
6.25,39.48,1004.82,52.71
22.03,64.79,1017.95,76.2
29.53,70.79,1003.7,60.89
25.16,57.17,1009.86,75.7
8.42,40.64,1022.35,96.38
10.58,41.49,1020.43,91.9
16.45,63.31,1015.96,83.97
14.87,41.76,1022.26,78.21
27.56,68.08,1010.8,59.18
21.96,58.79,1010.51,87.32
30.67,71.29,1008.36,52.08
14.29,39.59,1010.93,94.53
16.76,45.09,1014.28,57.71
22.54,63.07,1011.71,81.64
12.34,40.62,1016.28,53.6
21.41,62.39,1007.84,88.83
22.82,69.94,1004.65,73.47
5.53,35.79,1011.19,94.01
24.73,69.94,1006.09,59.15
15.26,41.2,1016.0,76.06
13.62,40.2,1014.2,85.05
15.39,42.28,1007.35,81.35
20.03,62.26,1012.15,82.54
26.89,56.85,1012.27,43.84
12.58,43.67,1012.86,94.01
27.18,79.05,1008.99,94.32
24.1,52.84,1006.47,47.58
12.45,37.92,1008.03,61.87
29.08,66.54,1004.67,64.5
15.16,40.73,1017.7,86.37
17.34,44.06,1015.84,74.88
13.52,40.83,1008.31,84.14
24.41,52.3,1006.28,70.33
24.51,51.86,1014.64,67.57
12.0,41.17,1019.48,58.71
27.35,60.75,1008.98,67.56
26.18,68.08,1012.92,55.7
14.54,39.39,1013.87,76.39
25.21,65.34,1013.94,65.04
12.32,43.69,1016.26,83.18
26.53,69.71,1009.88,76.26
26.31,71.29,1009.87,84.16
29.63,66.75,1018.08,58.46
27.4,69.84,1002.98,76.48
17.58,44.9,1020.52,71.48
35.77,73.56,1006.36,36.31
9.77,39.04,1023.73,76.06
22.54,51.95,1007.29,79.28
20.71,58.79,1017.48,86.67
23.88,54.2,1012.81,64.52
21.67,50.32,1008.41,85.99
10.42,41.26,1008.48,96.76
23.42,73.17,1012.07,88.39
7.53,41.16,1023.19,91.28
18.51,50.9,1012.95,82.71
15.0,50.88,1014.04,100.12
20.28,57.25,1010.12,88.42
13.98,44.84,1023.6,89.09
10.79,43.56,1015.15,73.01
16.9,54.3,1017.97,60.57
25.45,63.76,1009.96,67.78
16.97,44.92,1025.21,74.27
15.14,39.72,1002.96,72.52
4.96,45.87,1007.32,98.78
8.58,38.38,1021.03,84.37
9.57,52.75,1022.32,75.4
31.18,69.04,1008.19,49.72
18.42,63.94,1020.47,74.47
21.63,50.16,1005.7,84.84
29.86,69.34,1007.76,54.12
14.75,40.66,1016.7,81.65
27.61,69.68,1012.79,77.01
17.34,46.48,1007.18,83.15
6.93,41.14,1027.18,84.67
21.55,44.57,1006.03,71.54
7.61,41.26,1009.05,97.32
23.21,58.66,1012.24,65.31
10.1,41.17,1019.18,84.87
19.61,56.65,1020.64,63.74
19.1,56.53,1020.18,76.38
26.76,71.94,1008.81,64.62
20.89,67.71,1006.12,59.12
22.52,66.48,1003.87,78.29
12.42,40.24,1016.59,90.01
8.51,39.66,1015.16,86.61
15.36,41.66,1012.41,62.32
31.12,68.94,1006.05,68.46
14.26,40.92,1022.07,73.96
8.75,36.3,1015.61,57.53
18.39,67.71,1003.77,92.48
8.85,40.43,1025.68,80.42
23.08,64.44,1014.85,69.95
6.43,36.08,1022.73,85.03
9.19,41.01,1022.14,98.98
32.36,73.91,1003.88,59.84
18.23,62.26,1011.48,91.35
13.98,40.71,1022.72,71.83
13.9,41.17,1016.84,72.9
21.97,58.95,1017.78,76.95
21.43,63.94,1012.68,99.68
22.21,48.14,1015.08,66.8
25.91,58.98,1010.02,75.31
22.81,71.85,1009.61,75.17
26.63,62.44,1010.86,70.82
13.35,40.27,1005.83,49.75
24.69,59.92,1010.12,80.58
17.95,49.21,1012.05,59.44
14.05,39.59,1011.2,94.54
21.77,42.23,1013.03,67.44
24.66,58.86,1013.86,56.39
29.12,74.87,1009.85,62.51
15.18,43.67,1011.59,92.58
7.93,41.01,1023.64,97.23
22.56,70.98,1005.66,95.95
24.33,46.93,1013.51,52.63
23.92,63.21,1012.52,86.51
14.7,44.9,1021.87,83.9
27.27,67.9,1006.36,62.12
28.08,59.14,1016.16,58.08
29.58,76.2,1008.37,60.73
15.57,44.68,1022.01,90.02
5.15,35.19,1018.63,93.94
20.26,51.19,1008.9,93.47
23.78,60.27,1018.02,78.06
22.69,65.12,1016.35,72.02
21.47,70.32,1011.72,88.36
24.67,69.14,1006.25,88.51
14.57,41.79,1007.61,82.85
5.81,45.87,1009.63,94.38
18.22,44.34,1019.35,56.78
25.06,44.57,1007.39,56.07
24.64,58.49,1011.2,72.67
15.28,43.71,1024.32,81.24
10.2,41.17,1019.56,82.46
29.95,67.25,1017.68,51.91
6.77,38.18,1017.8,81.13
30.12,69.68,1012.89,60.64
18.85,44.63,1009.06,84.75
21.93,61.45,1008.92,98.54
17.9,43.72,1008.64,74.73
8.66,40.11,1032.86,75.31
30.93,71.85,1008.63,58.47
19.05,59.21,1017.99,89.53
7.94,40.56,1023.25,80.84
17.64,57.76,1016.28,85.04
25.56,58.82,1010.44,70.23
14.08,40.1,1015.48,82.81
20.64,61.86,1012.81,99.97
15.54,39.31,1009.69,71.19
28.28,61.47,1009.44,60.89
28.39,51.43,1011.74,47.54
15.79,49.15,1020.62,76.22
26.11,47.43,1009.01,56.09
21.26,60.84,1018.43,78.83
15.43,41.1,1005.2,85.06
16.28,42.99,1007.5,77.27
14.6,53.82,1016.28,64.83
24.59,71.94,1006.89,88.52
25.1,61.47,1007.84,75.75
18.88,62.96,1020.62,82.01
20.72,44.57,1008.96,72.57
23.87,60.27,1018.94,77.16
15.42,39.82,1012.89,83.54
25.39,70.36,1006.76,73.62
4.87,42.85,1012.69,94.72
16.47,44.89,1010.04,82.01
25.44,63.13,1011.74,77.83
14.57,44.84,1023.46,87.2
28.66,50.05,1006.08,47.74
25.95,73.77,1001.35,92.67
25.75,71.14,1008.33,77.12
29.08,67.07,1005.73,57.18
12.88,40.64,1020.76,92.58
6.18,41.55,1001.58,98.79
30.25,71.8,1010.87,60.4
27.44,74.9,1003.85,76.65
27.69,69.71,1009.9,69.91
14.99,41.35,1004.56,98.9
19.5,40.79,1003.8,89.45
16.9,38.58,1014.09,70.11
9.59,38.91,1011.87,81.3
9.97,39.99,1010.09,95.0
18.77,52.08,1004.02,99.86
25.28,71.94,1006.73,86.69
22.55,70.79,1006.19,92.56
28.59,69.84,1003.79,67.31
18.02,53.16,1013.41,82.84
27.7,72.24,1011.02,67.6
25.56,69.13,1002.46,68.26
26.88,79.74,1006.54,93.7
4.0,39.9,1009.64,97.16
23.48,60.23,1011.91,79.48
26.15,63.21,1012.31,76.44
25.02,59.92,1009.9,76.27
24.21,71.77,1004.52,84.96
24.39,60.84,1018.5,61.73
31.9,69.4,1003.4,57.76
29.0,69.13,1001.22,52.96
24.87,58.33,1013.76,54.55
14.52,40.35,1011.11,69.84
24.78,57.19,1008.08,65.4
25.02,60.29,1017.49,54.75
14.66,41.66,1012.89,62.41
14.54,41.17,1015.15,67.78
11.87,41.78,1012.97,64.79
23.55,65.94,1011.76,58.44
16.2,45.76,1014.73,89.84
21.4,44.57,1005.7,73.09
28.98,70.8,1008.19,73.45
26.18,69.14,1006.54,85.95
23.12,69.71,1008.98,84.41
11.2,42.02,999.99,96.69
25.93,66.56,1004.97,76.35
26.57,73.21,1002.31,92.51
29.65,72.86,1004.26,69.63
7.04,39.37,1019.37,69.11
23.82,48.92,1010.48,44.45
26.91,70.02,1010.75,59.48
20.71,58.18,1007.63,98.44
21.11,59.39,1013.87,85.29
28.0,74.22,1008.68,66.0
28.01,73.18,1012.25,75.02
14.8,58.2,1018.29,85.11
25.67,58.59,1013.0,62.34
20.88,57.85,1012.39,85.47
25.97,69.34,1009.43,88.11
14.48,38.92,1015.6,90.05
22.98,69.84,1005.55,84.1
12.02,40.66,1017.27,96.72
13.01,41.17,1017.26,76.2
12.0,39.96,1011.73,77.77
31.23,75.08,1004.93,46.19
11.8,41.2,1017.18,82.71
16.39,52.75,1024.42,54.61
24.7,58.46,1015.58,68.64
18.71,54.9,1017.12,74.79
14.04,42.44,1012.74,81.89
28.95,66.75,1018.22,60.48
14.32,45.08,1023.24,84.53
26.21,56.85,1011.45,41.37
8.71,41.82,1033.08,74.53
9.52,41.26,1020.55,89.73
20.66,41.54,1014.68,79.7
21.79,46.21,1012.89,72.0
29.75,70.32,1007.35,55.8
20.25,59.8,1015.3,82.69
7.1,35.77,1015.39,92.1
10.91,41.04,1026.57,74.24
30.13,78.05,1010.99,61.5
22.22,66.05,1016.15,80.58
19.12,45.01,1014.0,59.95
10.17,41.17,1018.58,87.72
19.5,52.72,1025.21,50.21
9.99,43.52,1022.95,99.67
18.86,42.18,1001.16,98.58
31.18,74.34,1003.81,63.59
26.3,61.41,1012.45,56.85
19.45,46.33,1013.39,99.52
13.72,34.03,1018.57,65.95
18.79,49.15,1021.69,70.16
21.54,58.49,1010.85,78.9
14.85,39.39,1013.93,76.27
23.36,65.18,1012.35,78.09
20.03,60.77,1017.23,87.82
33.26,68.51,1012.49,52.68
16.24,41.93,1021.66,44.91
29.35,71.58,1010.07,61.8
18.41,42.04,1011.69,64.88
21.12,63.91,1009.33,96.14
15.48,44.99,1011.94,69.95
22.2,51.19,1009.2,82.95
28.7,71.64,1007.11,69.85
31.07,70.98,1007.24,72.03
25.61,47.43,1008.62,54.51
7.09,39.37,1020.07,73.26
19.11,60.29,1017.1,76.62
26.54,69.34,1009.5,87.18
29.23,66.51,1011.11,53.12
22.69,59.44,1012.97,83.47
24.38,63.91,1009.53,79.11
26.17,66.54,1002.23,75.6
13.31,40.03,1017.73,84.48
29.61,67.07,1005.91,39.28
9.81,71.14,1019.43,87.93
23.95,58.79,1010.45,74.34
25.54,70.47,1009.28,73.5
29.88,68.08,1011.14,55.78
7.52,39.61,1018.61,78.96
17.78,58.95,1016.32,89.61
21.46,58.18,1007.45,95.33
21.37,81.56,1006.57,81.56
13.81,40.2,1013.66,88.16
27.78,73.56,1007.05,95.32
17.74,58.33,1013.55,81.8
12.99,43.8,1023.16,64.65
23.11,68.3,1017.83,86.62
21.19,58.86,1014.19,68.96
27.31,68.14,1005.73,50.74
15.33,52.05,1014.15,80.56
34.24,74.67,1016.24,25.56
25.79,59.43,1008.61,64.3
21.31,58.05,1012.94,88.39
10.61,37.5,1008.8,100.13
18.55,46.48,1007.34,80.67
24.19,50.23,1015.73,59.77
23.8,48.6,1002.43,67.32
19.66,45.01,1014.42,60.14
25.91,75.6,1018.23,62.65
7.11,41.74,1022.35,90.68
10.09,37.14,1012.99,72.59
11.35,40.66,1016.86,96.4
16.37,43.5,1021.26,72.4
19.74,45.38,1015.11,80.67
30.72,69.13,1009.94,61.66
29.66,59.22,1013.25,61.2
31.38,70.83,1010.35,47.28
14.57,39.28,1015.1,76.94
26.22,49.82,1015.48,55.8
23.6,60.08,1017.51,63.02
25.57,62.96,1019.92,58.34
13.57,42.99,1007.51,88.95
14.79,38.73,999.83,86.45
20.51,48.6,1005.29,80.7
16.29,44.34,1019.49,59.36
32.51,73.56,1007.06,59.6
10.84,40.27,1005.24,87.27
28.9,68.84,1011.64,64.44
22.81,58.96,1013.5,55.66
21.19,50.16,1005.81,84.27
10.48,39.58,1011.81,88.86
18.0,44.06,1016.8,78.88
12.42,41.58,1019.49,86.31
26.31,63.77,1014.15,69.36
8.53,43.14,1012.25,78.88
14.89,35.71,1015.1,55.11
27.79,71.85,1008.95,87.35
7.78,40.8,1026.7,85.61
12.88,43.8,1023.19,59.18
16.21,50.9,1012.46,84.45
28.81,56.86,1005.82,56.86
24.19,46.21,1010.79,62.04
14.22,45.01,1014.17,70.14
24.51,58.79,1016.11,61.7
14.71,44.0,1024.98,85.08
21.09,67.07,1004.38,89.01
24.3,69.23,1013.17,59.91
30.2,74.34,1004.17,74.77
11.01,40.22,1011.13,83.09
11.42,41.54,1020.21,71.57
20.35,67.71,1005.85,63.97
20.85,56.89,1013.15,68.22
24.59,72.24,1011.42,81.5
17.48,46.21,1014.02,80.78
16.7,40.56,1019.04,50.9
28.53,68.08,1013.27,42.53
18.63,61.27,1019.69,73.67
26.09,58.41,1013.64,64.58
14.37,40.56,1021.67,68.18
17.01,50.59,1015.8,80.95
26.17,59.92,1010.01,73.75
23.35,71.85,1009.32,73.48
19.13,50.78,1008.51,87.54
15.75,39.39,1014.38,76.29
21.5,59.87,1019.05,76.56
13.1,40.03,1017.79,84.48
13.34,40.83,1008.09,85.85
26.86,71.32,1007.38,81.14
26.99,72.99,1008.0,76.1
15.98,42.99,1008.24,83.78
21.71,58.05,1013.07,85.75
13.26,40.83,1007.97,90.63
13.6,41.2,1015.92,85.05
31.54,72.58,1007.61,65.57
21.08,63.13,1013.53,98.0
18.84,61.27,1019.64,71.95
8.23,43.79,1016.11,82.11
28.54,76.86,1000.09,74.67
8.53,40.02,1031.27,85.57
26.82,65.27,1013.6,53.85
28.85,58.33,1013.78,41.39
23.73,61.02,1009.71,78.7
23.79,58.2,1016.77,55.88
29.05,68.24,1007.88,42.67
22.41,66.56,1003.3,88.71
18.6,60.1,1009.91,87.13
28.85,71.32,1009.09,76.9
21.23,57.32,1010.99,75.17
22.39,59.04,1011.78,86.39
12.33,37.73,1022.46,59.3
23.59,59.43,1009.96,65.8
6.17,36.25,1028.68,90.59
8.35,40.77,1011.77,90.25
16.47,38.01,1022.3,72.29
26.05,56.85,1012.78,59.09
32.49,74.99,1002.19,34.58
32.72,69.75,1009.6,49.35
30.2,73.67,1006.31,62.14
29.53,71.97,1008.6,79.25
10.06,34.69,1027.9,71.73
12.64,41.26,1020.79,83.66
12.91,41.16,1011.9,89.19
15.08,42.77,1018.43,73.19
16.75,36.99,1006.42,87.18
20.45,69.45,1012.53,91.81
14.43,35.85,1021.99,78.25
14.66,41.92,1030.81,68.88
12.02,43.69,1016.12,74.07
8.42,37.49,1009.22,82.15
23.36,59.15,1013.71,86.64
23.5,50.23,1017.51,75.15
24.82,72.99,1007.81,84.72
28.32,71.64,1004.73,72.71
25.34,49.5,1013.25,50.8
32.92,69.05,1000.74,39.61
17.67,43.96,1011.68,82.13
20.2,60.1,1010.66,84.24
23.97,64.33,1010.54,84.65
28.53,49.3,1003.83,59.69
11.48,36.18,1017.03,61.62
26.45,74.33,1013.81,61.7
14.7,40.8,1025.78,50.96
21.01,51.19,1008.44,81.49
29.24,64.33,1011.5,64.14
13.31,40.1,1014.81,82.11
23.56,66.49,1012.21,53.86
24.71,61.9,1013.78,85.82
25.28,67.69,1009.05,68.54
25.41,68.94,1007.21,69.2
24.88,51.43,1011.28,67.38
12.57,43.8,1023.2,56.85
11.63,40.55,1022.89,87.12
18.12,43.69,1016.91,52.95
25.19,63.94,1012.78,75.15
12.99,42.34,1018.04,96.25
24.01,42.48,1011.39,55.1
24.01,65.46,1014.17,43.02
27.18,71.06,1008.16,86.32
25.48,65.12,1016.12,53.66
28.84,74.9,1004.38,66.86
20.46,66.05,1014.93,78.51
11.23,43.67,1012.57,72.1
28.15,70.72,1009.76,73.38
14.6,42.32,1015.71,77.03
6.76,36.25,1028.31,91.16
24.93,47.01,1014.28,66.04
23.45,66.48,1003.66,75.83
31.42,70.17,999.3,61.22
26.42,71.06,1008.12,87.32
25.1,43.77,1010.9,49.68
22.84,71.25,1001.9,96.45
25.79,75.6,1017.46,75.63
22.05,61.27,1019.6,58.83
17.85,46.48,1007.79,83.59
23.51,63.78,1016.1,69.79
14.66,40.89,1009.72,91.56
26.18,69.84,1005.13,72.89
29.09,75.33,1001.61,71.06
22.3,57.19,1006.4,75.28
13.16,43.41,1016.43,79.47
20.06,60.77,1017.19,88.73
25.95,59.14,1016.42,67.03
33.94,74.67,1015.94,28.16
10.31,45.01,1018.42,93.67
12.19,40.75,1015.13,88.98
29.31,64.84,1010.49,53.97
9.84,40.22,1009.5,85.38
6.58,40.07,1014.22,55.44
13.56,40.03,1017.73,83.76
26.2,65.18,1011.42,47.82
6.19,41.31,1002.48,88.8
27.58,57.19,1007.88,52.95
15.25,46.36,1019.69,95.83
11.25,40.67,1011.64,63.54
29.09,70.02,1010.13,48.06
18.55,43.69,1016.84,47.95
16.65,46.18,1010.6,95.69
20.98,47.43,1007.39,68.15
23.63,60.37,1005.0,81.66
15.02,42.07,1017.89,83.68
14.2,52.75,1025.64,61.02
27.14,75.23,1011.47,63.14
22.18,69.05,1002.75,70.84
27.18,59.27,1012.57,64.18
21.89,74.78,1010.35,80.39
22.35,57.76,1017.92,68.18
25.62,73.17,1011.65,86.45
20.01,43.77,1012.13,65.53
22.67,60.77,1017.56,79.43
13.98,39.18,1009.61,89.12
26.47,47.43,1009.09,54.94
18.28,44.2,1018.83,52.88
5.82,40.78,1024.82,96.01
24.79,75.6,1017.07,68.23
18.0,53.16,1013.02,82.47
26.49,67.69,1004.61,78.13
24.27,61.47,1007.84,80.85
30.65,71.06,1008.61,76.76
23.03,44.89,1010.26,59.85
19.08,44.63,1020.05,41.07
20.3,67.32,1013.49,80.9
26.44,71.73,1009.52,81.75
15.14,37.85,1010.33,84.3
16.64,44.9,1021.02,70.34
14.17,39.59,1010.99,94.08
22.84,59.39,1014.61,80.36
18.31,52.9,1015.99,66.14
12.68,45.0,1022.54,77.19
20.76,69.05,1001.89,77.86
24.2,50.78,1008.74,59.32
13.78,38.47,1015.2,57.8
9.77,44.68,1023.37,91.4
26.34,68.67,1006.54,72.48
20.0,39.53,1007.59,62.09
25.44,70.17,1000.65,91.89
24.37,63.47,1012.77,75.22
31.38,71.32,1009.17,60.42
10.87,42.02,1002.08,95.22
8.51,34.69,1026.96,75.34
5.84,43.02,1013.88,87.42
18.6,56.85,1012.34,80.24
4.49,38.44,1015.47,76.96
9.44,41.79,1020.16,72.26
15.89,38.73,1001.45,74.37
14.58,41.92,1030.42,61.96
28.08,64.44,1013.02,64.34
7.36,41.01,1025.49,96.48
29.01,64.79,1017.62,44.31
25.59,73.5,1011.19,81.52
19.01,58.46,1017.14,90.99
12.95,40.1,1015.31,86.01
10.53,37.5,1008.55,99.91
13.3,37.9,997.41,91.51
12.87,48.04,1012.47,100.13
12.12,38.28,1013.7,91.27
9.27,42.02,1004.29,95.05
12.65,44.34,1019.4,71.45
32.14,68.31,1010.48,42.15
29.86,59.57,1011.24,64.02
26.94,59.87,1011.66,58.34
29.3,67.69,1007.17,55.5
32.83,74.16,1007.57,60.2
15.31,52.75,1025.21,55.22
30.51,59.57,1011.08,61.94
9.01,38.56,1016.67,63.61
24.44,47.93,1003.13,67.04
26.98,74.78,1009.77,69.54
15.07,39.3,1019.0,63.62
28.17,63.13,1012.44,66.61
31.11,69.05,1002.37,41.56
22.89,73.11,1006.66,73.11
10.77,44.78,1012.87,84.16
15.09,39.52,1017.05,72.43
27.27,72.24,1010.69,78.09
17.45,50.9,1012.16,83.8
15.85,46.18,1013.14,97.8
13.22,40.83,1007.82,92.72
26.63,73.68,1015.15,85.13
24.62,72.43,1007.97,84.36
23.4,65.06,1014.32,67.38
28.48,54.2,1013.14,49.51
10.93,39.16,1016.54,90.56
21.47,58.79,1017.0,76.97
27.07,66.93,1017.32,55.38
13.45,43.14,1015.5,74.33
32.09,72.86,1003.47,54.59
23.62,61.87,1010.07,48.77
21.36,59.54,1007.99,92.62
13.78,42.03,1017.51,84.94
24.48,69.45,1013.86,62.39
10.03,40.96,1024.57,91.1
17.75,55.5,1020.15,81.26
23.01,44.05,1006.56,74.95
20.38,62.52,1017.85,75.56
22.49,61.47,1009.14,90.23
23.51,70.04,1011.02,81.39
17.48,58.95,1016.49,90.35
5.81,35.79,1012.14,92.28
30.83,71.58,1009.92,48.8
10.74,40.05,1015.45,87.33
11.28,40.55,1006.23,97.78
32.21,68.3,1014.94,49.38
29.78,73.42,1011.27,52.79
15.31,41.35,1005.09,95.25
24.24,68.3,1018.03,81.51
32.17,73.21,1001.43,69.86
15.52,58.59,1014.12,91.22
12.19,44.63,1018.96,80.91
29.41,59.27,1011.36,52.37
12.85,40.92,1023.04,84.04
27.89,70.94,1007.54,49.18
25.99,59.54,1007.78,74.48
33.62,77.17,1009.38,63.71
29.6,67.79,1010.37,51.05
24.74,59.39,1015.23,74.64
25.6,59.15,1013.31,67.02
31.54,67.32,1013.79,36.99
12.95,43.71,1025.63,90.7
19.53,50.32,1009.71,94.46
15.17,36.71,1013.5,77.44
12.61,41.58,1020.17,85.18
18.55,61.87,1008.45,65.3
12.04,40.1,1014.42,89.65
26.94,71.14,1011.63,62.74
25.63,48.92,1009.99,34.64
23.43,54.42,1013.58,70.99
23.19,60.75,1008.33,82.0
11.95,41.58,1015.83,89.35
25.14,67.32,1013.96,41.78
21.48,66.91,1008.58,84.49
16.64,45.87,1009.02,98.86
18.01,54.9,1017.04,77.82
11.48,44.6,1018.29,90.76
10.12,40.0,1021.33,95.29
8.86,36.71,1025.64,79.65
31.6,73.17,1010.05,43.48
33.37,73.88,1005.8,47.94
13.69,41.74,1021.19,60.86
13.78,44.47,1027.94,71.09
8.62,39.66,1015.18,89.59
16.14,44.21,1020.36,80.59
13.04,40.69,1015.96,82.37
21.16,50.66,1014.13,72.77
10.24,41.17,1019.73,82.04
29.29,73.18,1012.4,66.65
26.12,66.75,1017.86,79.02
16.05,38.28,1014.38,73.89
8.6,40.77,1011.8,89.45
19.89,69.48,1011.06,86.73
15.21,43.56,1012.92,56.61
24.67,68.61,1010.71,57.47
29.53,71.43,1011.79,57.41
22.36,58.79,1011.77,87.51
11.89,40.64,1021.29,97.16
30.06,69.14,1007.5,72.48
8.47,41.03,1021.72,70.16
10.33,40.62,1017.41,64.22
25.6,63.9,1013.16,53.19
22.66,63.73,1013.24,83.95
23.53,50.05,1005.63,78.4
15.07,40.69,1015.29,70.98
6.81,38.56,1016.5,70.99
27.78,70.8,1009.81,79.57
25.58,64.45,1011.07,61.47
24.22,71.14,1009.38,64.53
14.72,41.23,997.91,82.69
25.54,60.37,1006.49,71.54
13.49,44.63,1019.12,70.02
9.36,44.03,1010.3,87.2
24.66,48.78,1018.39,71.79
31.87,70.94,1006.94,50.78
11.6,40.96,1023.95,86.83
24.23,58.79,1009.8,75.75
31.03,69.59,1007.77,63.96
24.14,69.23,1012.4,73.26
28.99,54.2,1012.79,41.9
22.74,58.41,1013.92,84.03
6.86,38.08,1019.62,77.37
22.61,45.38,1013.92,62.91
8.83,41.14,1025.37,94.36
13.53,40.71,1023.83,61.59
25.71,71.14,1010.02,66.39
12.93,45.51,1015.27,87.27
8.94,41.74,1022.55,90.74
29.62,70.02,1010.09,43.1
7.26,40.69,1020.43,90.22
25.42,67.25,1017.92,68.61
8.46,39.66,1015.14,85.38
20.74,58.2,1017.54,70.66
25.96,63.78,1016.95,49.47
20.35,56.53,1020.23,70.05
17.62,43.52,1021.01,71.52
23.15,58.79,1011.11,82.49
30.33,70.32,1007.75,52.49
13.63,43.22,1012.71,72.85
22.28,59.92,1009.36,95.38
18.58,44.6,1016.61,48.15
16.1,36.71,1013.58,74.41
30.36,68.08,1010.76,51.32
25.02,69.75,1010.04,91.86
6.57,42.07,1004.48,74.82
21.38,44.05,1005.69,81.66
15.09,43.13,1015.71,54.36
10.16,41.62,1013.15,94.3
14.49,44.84,1024.09,86.55
7.09,43.13,1017.91,92.37
18.27,51.43,1010.38,88.39
26.23,63.56,1013.57,65.81
10.6,41.46,1021.23,89.02
23.2,73.17,1012.0,89.92
16.05,43.14,1010.67,79.36
13.5,41.44,1015.72,68.36
7.28,39.81,1017.61,87.56
19.45,41.1,1001.88,52.16
15.46,44.88,1017.52,93.32
28.04,74.33,1013.53,48.65
28.16,70.98,1008.51,72.12
11.67,42.74,1025.92,79.57
21.99,51.19,1009.19,82.58
25.09,58.95,1016.99,53.16
19.37,63.09,1018.79,81.52
9.33,36.3,1027.88,79.23
17.47,43.56,1014.15,54.71
24.82,74.87,1010.28,73.54
19.09,66.51,1015.11,76.38
26.22,65.34,1015.17,47.25
9.24,41.4,1030.72,87.36
28.18,73.88,1005.89,75.41
12.07,43.71,1025.53,85.62
22.1,65.48,1019.3,66.96
11.22,41.93,1023.13,69.35
21.98,55.5,1017.89,57.9
8.14,41.26,1020.61,91.28
10.06,42.02,999.37,98.65
16.74,41.16,1006.87,74.24
25.07,56.85,1011.25,51.99
25.5,67.83,1009.29,61.29
14.62,46.18,1014.75,96.81
30.97,67.69,1005.61,50.88
8.61,41.04,1024.81,95.6
29.44,64.33,1011.4,61.78
23.66,67.17,1007.24,87.56
27.94,63.07,1010.75,38.57
24.98,71.98,1006.59,90.61
19.36,68.61,1010.85,94.87
7.64,38.18,1017.65,78.51
16.79,49.25,1021.21,68.8
28.28,68.67,1006.36,69.9
15.61,41.2,1016.12,75.28
21.49,68.28,1004.68,80.64
16.77,42.28,1007.53,73.19
30.18,68.24,1009.31,64.06
16.0,48.78,1013.9,88.64
9.82,41.26,1007.71,96.69
27.11,70.04,1009.76,71.25
25.77,65.48,1018.07,51.47
22.18,62.91,1012.14,68.86
30.24,69.88,1007.9,61.46
16.31,42.28,1007.45,77.77
22.66,69.84,1006.16,82.79
28.2,66.75,1018.35,60.18
10.76,44.58,1016.41,79.24
25.64,68.08,1011.06,71.06
28.9,60.07,1015.96,45.06
24.55,67.07,1005.66,63.58
26.9,66.48,1004.47,54.71
28.86,67.9,1006.29,57.19
19.35,43.43,1009.4,66.11
17.83,66.86,1011.65,77.31
29.54,74.99,1005.0,69.69
10.05,40.23,1019.71,90.41
17.74,44.2,1018.87,58.59
